課綱,跨部,跨系,已選,停修與否,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,性質,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,,不得停修,2137201,GR372A,GR372,游泳(男.女)二,Swimming(M&F) II,體育,體育興趣,必修,半,0,許富菁,2-56.,,,,,,限修畢程度一,體育室,60,33,2,2,54,國語,,27
◎,,,,不得停修,2137401,GR374A,GR374,籃球(男)二,Basketball (M) 2,體育,體育興趣,必修,半,0,陳建廷,4-34.,,,,,,限修畢程度一,體育室,60,36,2,2,81,國語,,24
◎,,,,不得停修,2137402,GR374B,GR374,籃球(男)二,Basketball (M) 2,體育,體育興趣,必修,半,0,蔣懷孝,4-78.,,,,,,限修畢程度一,體育室,60,60,2,2,114,國語,,0
◎,,,,不得停修,2138701,GR387A,GR387,高爾夫(男.女)二,Golf (M.F) 2,體育,體育興趣,必修,半,0,洪祥洲,2-12.,,,,,,限修畢程度一,體育室,60,60,2,2,156,國語,,0
◎,,,,不得停修,2143801,GR438A,SS438,體育二,Physical Education (II),體育,體育興趣,必修,半,0,陳克舟,4-34.,,,,,,"全英語授課,限天普及IUBM國際商學學士 二年級選修",體育室,60,38,2,2,1,英語,,22
◎,,,,不得停修,2150201,GR502A,GR502,桌球(男.女)二,Table Tennis (M.F) II,體育,體育興趣,必修,半,0,林建豪,3-56.,,,,,,限修畢程度一,體育室,60,60,2,2,250,國語,,0
◎,,,,不得停修,2150501,GR505A,GR505,網球(男.女)二,Tennis (M.F) 2,體育,體育興趣,必修,半,0,張世聰,2-78.,,,,,,限修畢程度一,體育室,60,60,2,2,149,國語,,0
◎,,,,不得停修,2150502,GR505B,GR505,網球(男.女)二,Tennis (M.F) 2,體育,體育興趣,必修,半,0,鄭俊雄,4-12.,,,,,,限修畢程度一,體育室,60,57,2,2,115,國語,,3
◎,,,,不得停修,2150702,GR507B,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,簡敏惠,2-34.,,,,,,,體育室,60,60,2,2,452,國語,,0
◎,,,,不得停修,2150703,GR507C,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,簡敏惠,2-56.,,,,,,,體育室,60,60,2,2,403,國語,,0
◎,,,,不得停修,2150704,GR507D,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,孔建嘉,3-12.,,,,,,,體育室,60,60,2,2,613,國語,,0
◎,,,,不得停修,2150705,GR507E,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,林國威,3-56.,,,,,,,體育室,60,60,2,2,596,國語,,0
◎,,,,不得停修,2150706,GR507F,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,鄭俊雄,4-34.,,,,,,,體育室,60,60,2,2,441,國語,,0
◎,,,,不得停修,2150707,GR507G,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,劉昆賢,4-56.,,,,,,,體育室,60,60,2,2,480,國語,,0
◎,,,,不得停修,2150708,GR507H,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,劉昆賢,4-78.,,,,,,,體育室,60,60,2,2,440,國語,,0
◎,,,,不得停修,2150710,GR507J,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,洪敏豪,5-56.,,,,,,,體育室,60,60,2,2,542,國語,,0
◎,,,,不得停修,2150712,GR507L,GR507,網球一,Tennis 1,體育,體育興趣,必修,半,0,洪敏豪,5-78.,,,,,,,體育室,60,60,2,2,407,國語,,0
◎,,,,不得停修,2150901,GR509A,GR509,飛盤,Frisbee,體育,體育興趣,必修,半,0,吳明城,1-56.,,,,,,,體育室,73,73,2,2,795,國語,,0
◎,,,,不得停修,2150902,GR509B,GR509,飛盤,Frisbee,體育,體育興趣,必修,半,0,吳明城,1-78.,,,,,,,體育室,73,73,2,2,985,國語,,0
◎,,,,不得停修,2150903,GR509C,GR509,飛盤,Frisbee,體育,體育興趣,必修,半,0,吳明城,2-56.,,,,,,,體育室,73,73,2,2,750,國語,,0
◎,,,,不得停修,2150904,GR509D,GR509,飛盤,Frisbee,體育,體育興趣,必修,半,0,吳明城,2-78.,,,,,,,體育室,73,73,2,2,773,國語,,0
◎,,,,不得停修,2151001,GR510A,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,鄭朝升,2-12.,,,,,,第一次上課請到體育館,體育室,73,73,2,2,270,國語,,0
◎,,,,不得停修,2151002,GR510B,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,鄭朝升,2-34.,,,,,,第一次上課請到體育館,體育室,73,73,2,2,390,國語,,0
◎,,,,不得停修,2151003,GR510C,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,歐正聰,2-56.,,,,,,第一次上課請到體育館,體育室,60,60,2,2,363,國語,,0
◎,,,,不得停修,2151004,GR510D,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,歐正聰,2-78.,,,,,,第一次上課請到體育館,體育室,60,60,2,2,365,國語,,0
◎,,,,不得停修,2151005,GR510E,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,張發勇,3-56.,,,,,,第一次上課請到體育館,體育室,73,73,2,2,441,國語,,0
◎,,,,不得停修,2151006,GR510F,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,張發勇,3-78.,,,,,,第一次上課請到體育館,體育室,73,73,2,2,405,國語,,0
◎,,,,不得停修,2151007,GR510G,GR510,保齡球一(男.女),Bowling(I)(M.F.),體育,體育興趣,必修,半,0,陳盈吉,1-34.,,,,,,,體育室,73,73,2,2,176,國語,,0
◎,,,,不得停修,2157501,GR575A,GR575,排球二(男.女),Volleyball (M.F) 2,體育,體育興趣,必修,半,0,陳克舟,3-78.,,,,,,限修畢程度一,體育室,60,60,2,2,237,國語,,0
◎,,,,不得停修,2162501,GR625A,ZA625,體育三,Physical Education (III),體育,體育興趣,必修,半,0,林國全,4-78.,,,,,,"全英語授課,限天普及IUBM國際商學學士 三年級選修",體育室,60,14,2,2,1,英語,,46
◎,,,,不得停修,2167501,GR675A,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,,1-12.,,,,,,,體育室,60,60,2,0,196,國語,,0
◎,,,,不得停修,2167502,GR675B,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,,1-34.,,,,,,,體育室,60,60,2,0,256,國語,,0
◎,,,,不得停修,2167503,GR675C,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,余致萱,2-12.,,,,,,,體育室,60,60,2,2,272,國語,,0
◎,,,,不得停修,2167504,GR675D,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,孟範武,3-12.,,,,,,,體育室,60,60,2,2,544,國語,,0
◎,,,,不得停修,2167505,GR675E,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,林國全,3-56.,,,,,,,體育室,60,60,2,2,582,國語,,0
◎,,,,不得停修,2167506,GR675F,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,孟範武,4-34.,,,,,,,體育室,60,60,2,2,584,國語,,0
◎,,,,不得停修,2167507,GR675G,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,葉逸欣,4-DE.,,,,,,,體育室,60,60,2,2,459,國語,,0
◎,,,,不得停修,2167508,GR675H,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,葉逸欣,4-FG.,,,,,,,體育室,60,60,2,2,309,國語,,0
◎,,,,不得停修,2167509,GR675I,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,李理,5-56.,,,,,,,體育室,60,60,2,2,324,國語,,0
◎,,,,不得停修,2167510,GR675J,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,李理,5-78.,,,,,,,體育室,60,60,2,2,264,國語,,0
◎,,,,不得停修,2167511,GR675K,GR675,排球一(男.女),Volleyball (M.F) 1,體育,體育興趣,必修,半,0,林國全,5-34.,,,,,,,體育室,60,60,2,2,457,國語,,0
◎,,,,不得停修,2191903,GR919C,GR191,木球 (男.女) 一,Woodball (M.F) 1,體育,體育興趣,必修,半,0,,4-56.,,,,,,第一次上課請到體育館門口,體育室,60,60,2,0,609,國語,,0
◎,,,,不得停修,2100201,GR002A,ZA620,體育二,Physical Education (II),體育,應華一甲,必修,半,0,張吉堯,5-34.,,,,,,應華甲班,體育室,60,0,2,2,0,國語,,60
◎,,,,不得停修,2100202,GR002B,ZA620,體育二,Physical Education (II),體育,室設一,必修,半,0,邱憲祥,5-34.,,,,,,室內設計A班,體育室,60,45,2,2,0,國語,,15
◎,,,,不得停修,2100203,GR002C,ZA620,體育二,Physical Education (II),體育,應外一甲,必修,半,0,蔡宗憲,5-34.,,,,,,應外甲班,體育室,60,47,2,2,1,國語,,13
◎,,,,不得停修,2100204,GR002D,ZA620,體育二,Physical Education (II),體育,室設一,必修,半,0,詹富鈞,5-34.,,,,,,室內設計B班,體育室,60,52,2,2,2,國語,,8
◎,,,,不得停修,2100205,GR002E,ZA620,體育二,Physical Education (II),體育,國貿一乙,必修,半,0,林國威,5-56.,,,,,,國貿乙班,體育室,60,62,2,2,2,國語,,0
◎,,,,不得停修,2100206,GR002F,ZA620,體育二,Physical Education (II),體育,企管服務業組一甲,必修,半,0,張吉堯,5-56.,,,,,,企管甲班,體育室,60,53,2,2,3,國語,,7
◎,,,,不得停修,2100207,GR002G,ZA620,體育二,Physical Education (II),體育,電機一乙,必修,半,0,林國威,5-78.,,,,,,電機乙班,體育室,60,57,2,2,2,國語,,3
◎,,,,不得停修,2100208,GR002H,ZA620,體育二,Physical Education (II),體育,企管工商組一丙,必修,半,0,詹美玲,1-56.,,,,,,企管丙班,體育室,60,60,2,2,2,國語,,0
◎,,,,不得停修,2161901,GR619A,ZA619,體育一,Physical Education (I),體育,體育,必修,半,0,林國全,3-78.,,,,,,"全英語授課,限 IUBM國際商學學士 及 天普 一年級",體育室,60,34,2,2,1,英語,,26
◎,,,,不得停修,2162001,GR620A,ZA620,體育二,Physical Education (II),體育,特教一,必修,半,0,許富菁,1-12.,,,,,,特教系,體育室,60,53,2,2,1,國語,,7
◎,,,,不得停修,2162002,GR620B,ZA620,體育二,Physical Education (II),體育,商設產品設計組一,必修,半,0,孟範武,1-12.,,,,,,商設產設組,體育室,60,32,2,2,3,國語,,28
◎,,,,不得停修,2162003,GR620C,ZA620,體育二,Physical Education (II),體育,電子一乙,必修,半,0,孟範武,1-34.,,,,,,電子乙班,體育室,60,53,2,2,4,國語,,7
◎,,,,不得停修,2162004,GR620D,ZA620,體育二,Physical Education (II),體育,應華一乙,必修,半,0,許富菁,1-34.,,,,,,應華乙班,體育室,60,53,2,2,4,國語,,7
◎,,,,不得停修,2162005,GR620E,ZA620,體育二,Physical Education (II),體育,機械一丙,必修,半,0,孔建嘉,1-56.,,,,,,機械丙班,體育室,60,56,2,2,2,國語,,4
◎,,,,不得停修,2162006,GR620F,ZA620,體育二,Physical Education (II),體育,會計一甲,必修,半,0,張吉堯,5-78.,,,,,,會計甲班,體育室,60,57,2,2,4,國語,,3
◎,,,,不得停修,2162007,GR620G,ZA620,體育二,Physical Education (II),體育,應外一乙,必修,半,0,張世聰,1-56.,,,,,,應外乙班,體育室,60,56,2,2,5,國語,,4
◎,,,,不得停修,2162008,GR620H,ZA620,體育二,Physical Education (II),體育,化工綠能組一甲,必修,半,0,蔣懷孝,1-56.,,,,,,化工甲班,體育室,60,57,2,2,0,國語,,3
◎,,,,不得停修,2162009,GR620I,ZA620,體育二,Physical Education (II),體育,資訊一乙,必修,半,0,陳盈吉,1-78.,,,,,,資訊乙班,體育室,60,58,2,2,1,國語,,2
◎,,,,不得停修,2162010,GR620J,ZA620,體育二,Physical Education (II),體育,資訊一甲,必修,半,0,蔣懷孝,1-78.,,,,,,資訊甲班,體育室,60,56,2,2,0,國語,,4
◎,,,,不得停修,2162011,GR620K,ZA620,體育二,Physical Education (II),體育,財金一乙,必修,半,0,詹正豐,1-78.,,,,,,財金乙班,體育室,60,53,2,2,0,國語,,7
◎,,,,不得停修,2162012,GR620L,ZA620,體育二,Physical Education (II),體育,化學一甲,必修,半,0,孟範武,2-12.,,,,,,化學甲班,體育室,60,55,2,2,1,國語,,5
◎,,,,不得停修,2162013,GR620M,ZA620,體育二,Physical Education (II),體育,電機一甲,必修,半,0,蘇榮立,2-12.,,,,,,電機甲班,體育室,60,56,2,2,0,國語,,4
◎,,,,不得停修,2162014,GR620N,ZA620,體育二,Physical Education (II),體育,電子一甲,必修,半,0,許富菁,2-12.,,,,,,電子甲班,體育室,60,51,2,2,0,國語,,9
◎,,,,不得停修,2162015,GR620O,ZA620,體育二,Physical Education (II),體育,機械一乙,必修,半,0,孟範武,2-34.,,,,,,機械乙班,體育室,60,51,2,2,3,國語,,9
◎,,,,不得停修,2162016,GR620P,ZA620,體育二,Physical Education (II),體育,會計一乙,必修,半,0,蘇榮立,2-34.,,,,,,會計乙班,體育室,60,52,2,2,1,國語,,8
◎,,,,不得停修,2162017,GR620Q,ZA620,體育二,Physical Education (II),體育,電資一,必修,半,0,余致萱,2-34.,,,,,,電資班,體育室,60,45,2,2,2,國語,,15
◎,,,,不得停修,2162018,GR620R,ZA620,體育二,Physical Education (II),體育,心理一甲,必修,半,0,余致萱,2-56.,,,,,,心理甲班,體育室,60,66,2,2,2,國語,,0
◎,,,,不得停修,2162019,GR620S,ZA620,體育二,Physical Education (II),體育,環工一,必修,半,0,張世聰,2-56.,,,,,,環工,體育室,60,57,2,2,2,國語,,3
◎,,,,不得停修,2162020,GR620T,ZA620,體育二,Physical Education (II),體育,景觀一,必修,半,0,詹美玲,2-56.,,,,,,景觀,體育室,60,55,2,2,2,國語,,5
◎,,,,不得停修,2162021,GR620U,ZA620,體育二,Physical Education (II),體育,化工生化組一乙,必修,半,0,翁明嘉,2-56.,,,,,,化工乙班,體育室,60,51,2,2,1,國語,,9
◎,,,,不得停修,2162022,GR620V,ZA620,體育二,Physical Education (II),體育,心理一乙,必修,半,0,簡敏惠,2-78.,,,,,,心理乙班,體育室,60,63,2,2,0,國語,,0
◎,,,,不得停修,2162023,GR620W,ZA620,體育二,Physical Education (II),體育,化工材料組一丙,必修,半,0,余致萱,2-78.,,,,,,化工丙班,體育室,60,52,2,2,1,國語,,8
◎,,,,不得停修,2162024,GR620X,ZA620,體育二,Physical Education (II),體育,應數一乙,必修,半,0,翁明嘉,2-78.,,,,,,應數乙班,體育室,60,52,2,2,3,國語,,8
◎,,,,不得停修,2162025,GR620Y,ZA620,體育二,Physical Education (II),體育,工業管理組一丙,必修,半,0,廖興洲,3-12.,,,,,,工業丙班,體育室,60,52,2,2,1,國語,,8
◎,,,,不得停修,2162026,GR620Z,ZA620,體育二,Physical Education (II),體育,醫工一乙,必修,半,0,許富菁,3-12.,,,,,,醫工乙班,體育室,60,51,2,2,0,國語,,9
◎,,,,不得停修,2162027,GR620a,ZA620,體育二,Physical Education (II),體育,會計一丙,必修,半,0,詹美玲,3-56.,,,,,,會計丙班,體育室,60,50,2,2,0,國語,,10
◎,,,,不得停修,2162028,GR620b,ZA620,體育二,Physical Education (II),體育,建築一,必修,半,0,張世聰,3-56.,,,,,,建築班,體育室,60,60,2,2,2,國語,,0
◎,,,,不得停修,2162029,GR620c,ZA620,體育二,Physical Education (II),體育,生科一乙,必修,半,0,廖興洲,3-56.,,,,,,生科乙班,體育室,60,47,2,2,2,國語,,13
◎,,,,不得停修,2162030,GR620d,ZA620,體育二,Physical Education (II),體育,生科一甲,必修,半,0,廖興洲,3-78.,,,,,,生科甲班,體育室,60,51,2,2,2,國語,,9
◎,,,,不得停修,2162031,GR620e,ZA620,體育二,Physical Education (II),體育,財法一乙,必修,半,0,詹富鈞,3-78.,,,,,,財法乙班,體育室,60,48,2,2,1,國語,,12
◎,,,,不得停修,2162032,GR620f,ZA620,體育二,Physical Education (II),體育,機械一甲,必修,半,0,林國全,2-34.,,,,,,機械甲班,體育室,60,52,2,1,2,國語,,8
◎,,,,不得停修,2162032,GR620f,ZA620,體育二,Physical Education (II),體育,機械一甲,必修,半,0,陳建廷,2-34.,,,,,,機械甲班,體育室,60,52,2,1,2,國語,,8
◎,,,,不得停修,2162033,GR620g,ZA620,體育二,Physical Education (II),體育,醫工一甲,必修,半,0,林國威,3-78.,,,,,,醫工甲班,體育室,60,52,2,2,1,國語,,8
◎,,,,不得停修,2162034,GR620h,ZA620,體育二,Physical Education (II),體育,化學一乙,必修,半,0,吳明城,4-12.,,,,,,化學乙班,體育室,60,57,2,2,1,國語,,3
◎,,,,不得停修,2162035,GR620i,ZA620,體育二,Physical Education (II),體育,物理一甲,必修,半,0,許富菁,4-12.,,,,,,物理甲班,體育室,60,48,2,1,0,國語,,12
◎,,,,不得停修,2162035,GR620i,ZA620,體育二,Physical Education (II),體育,物理一甲,必修,半,0,詹美玲,4-12.,,,,,,物理甲班,體育室,60,48,2,1,0,國語,,12
◎,,,,不得停修,2162036,GR620j,ZA620,體育二,Physical Education (II),體育,財金一甲,必修,半,0,蘇榮立,4-12.,,,,,,財金甲班,體育室,60,50,2,2,0,國語,,10
◎,,,,不得停修,2162037,GR620k,ZA620,體育二,Physical Education (II),體育,土木一丙,必修,半,0,蔡宗憲,3-12.,,,,,,土木丙班,體育室,60,55,2,2,2,國語,,5
◎,,,,不得停修,2162038,GR620l,ZA620,體育二,Physical Education (II),體育,物理一乙,必修,半,0,孟範武,4-12.,,,,,,物理乙班,體育室,60,46,2,2,0,國語,,14
◎,,,,不得停修,2162039,GR620m,ZA620,體育二,Physical Education (II),體育,工業工程組一乙,必修,半,0,蘇榮立,4-34.,,,,,,工業乙班,體育室,60,55,2,2,0,國語,,5
◎,,,,不得停修,2162040,GR620n,ZA620,體育二,Physical Education (II),體育,土木一甲,必修,半,0,蔡宗憲,5-78.,,,,,,土木甲班,體育室,60,52,2,2,4,國語,,8
◎,,,,不得停修,2162041,GR620o,ZA620,體育二,Physical Education (II),體育,電子一丙,必修,半,0,吳明城,4-34.,,,,,,電子丙班,體育室,60,51,2,2,3,國語,,9
◎,,,,不得停修,2162042,GR620p,ZA620,體育二,Physical Education (II),體育,財法一甲,必修,半,0,孔建嘉,4-34.,,,,,,財法甲班,體育室,60,50,2,2,5,國語,,10
◎,,,,不得停修,2162043,GR620q,ZA620,體育二,Physical Education (II),體育,土木一乙,必修,半,0,孟範武,4-56.,,,,,,土木乙班,體育室,60,50,2,2,5,國語,,10
◎,,,,不得停修,2162044,GR620r,ZA620,體育二,Physical Education (II),體育,企管高科技組一乙,必修,半,0,蔣懷孝,4-56.,,,,,,企管乙班,體育室,60,50,2,2,2,國語,,10
◎,,,,不得停修,2162045,GR620s,ZA620,體育二,Physical Education (II),體育,應數一甲,必修,半,0,詹正豐,4-56.,,,,,,應數甲班,體育室,60,51,2,2,1,國語,,9
◎,,,,不得停修,2162046,GR620t,ZA620,體育二,Physical Education (II),體育,工業工程組一甲,必修,半,0,詹美玲,4-56.,,,,,,工業甲班,體育室,60,50,2,2,0,國語,,10
◎,,,,不得停修,2162047,GR620u,ZA620,體育二,Physical Education (II),體育,資管一乙,必修,半,0,張世聰,4-78.,,,,,,資管乙班,體育室,60,54,2,2,0,國語,,6
◎,,,,不得停修,2162048,GR620v,ZA620,體育二,Physical Education (II),體育,商設商業設計組一,必修,半,0,風貞豪,4-78.,,,,,,商設商業設計,體育室,60,63,2,2,2,國語,,0
◎,,,,不得停修,2162049,GR620w,ZA620,體育二,Physical Education (II),體育,原住民專班一,必修,半,0,陳克舟,1-34.,,,,,,原住民專班,體育室,60,16,2,2,0,國語,,44
◎,,,,不得停修,2162050,GR620x,ZA620,體育二,Physical Education (II),體育,資管一甲,必修,半,0,詹正豐,4-78.,,,,,,資管甲班,體育室,60,56,2,2,2,國語,,4
◎,,,,不得停修,2162051,GR620y,ZA620,體育二,Physical Education (II),體育,國貿一甲,必修,半,0,邱憲祥,5-12.,,,,,,國貿甲班,體育室,60,63,2,2,0,國語,,0
◎,,,,不得停修,2162052,GR620z,ZA620,體育二,Physical Education (II),體育,企管工商組一丁,必修,半,0,蔡宗憲,5-12.,,,,,,企管丁班,體育室,60,55,2,2,1,國語,,5
◎,,V,,,2204101,MN041A,MN003,全民國防教育軍事訓練課程-全民國防,Military Education of National Defense - All Out Defense,軍訓,軍訓(日),選修,半,1,葉淑燕,1-12.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,111,國語,,0
◎,,V,,,2204102,MN041B,MN002,全民國防教育軍事訓練課程-國防政策,Military Education of National Defense - National Defense Policy,軍訓,軍訓(日),選修,半,1,黃昭萍,1-34.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,68,國語,,0
◎,,V,,,2204103,MN041C,MN001,全民國防教育軍事訓練課程-國際情勢,Military Education of National Defense - International Situation,軍訓,軍訓(日),選修,半,1,魏維勉,1-56.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,94,國語,,0
◎,,V,,,2204104,MN041D,MN002,全民國防教育軍事訓練課程-國防政策,Military Education of National Defense - National Defense Policy,軍訓,軍訓(日),選修,半,1,黃蒼海,1-78.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,90,國語,,0
,,,,,2204105,MN041E,MN004,全民國防教育軍事訓練課程-防衛動員,Military Education of National Defense - Defense Mobilization,軍訓,軍訓(日),選修,半,1,,1-CD.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,71,國語,,0
◎,,V,,,2204106,MN041F,MN005,全民國防教育軍事訓練課程-國防科技,Military Education of National Defense - Science and Technology,軍訓,軍訓(日),選修,半,1,黃正宇,2-12.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,50,國語,,0
◎,,V,,,2204107,MN041G,MN005,全民國防教育軍事訓練課程-國防科技,Military Education of National Defense - Science and Technology,軍訓,軍訓(日),選修,半,1,劉新益,2-34.,懷恩202,,,,,相同名稱課程不得重複選修，否則無法折抵。,軍訓室,40,40,0,0,51,國語,,0
